"","Plot","species","year","DOY","Date","tot_buds","tot_flowers","tot_sen","tot_F","tot_NF","plot_id","DOYs","DOYsqs"
"816","Cas4","Cassiope",2017,201,2017-07-20,6,253,2,253,8,4,0.23723832451995,0.0562820226210333
"817","Cas4","Cassiope",2017,208,2017-07-27,0,174,598,174,598,4,0.540981877880513,0.292661392195126
"818","Cas4","Cassiope",2017,215,2017-08-03,1,0,277,0,278,4,0.844725431241075,0.71356105418542
"819","Cas4","Cassiope",2020,171,2020-06-19,0,0,0,0,0,4,-1.06451976131103,1.13320232222169
"820","Cas4","Cassiope",2020,177,2020-06-25,42,0,0,0,42,4,-0.804168144144834,0.646686404057347
"821","Cas4","Cassiope",2020,183,2020-07-01,61,10,0,10,61,4,-0.543816526978638,0.295736415015108
"822","Cas4","Cassiope",2020,191,2020-07-09,4,163,1,163,5,4,-0.19668103742371,0.0386834304820668
"823","Cas4","Cassiope",2020,197,2020-07-15,1,162,20,162,21,4,0.0636705797424863,0.00405394272474431
"824","Cas4","Cassiope",2020,204,2020-07-22,0,3,137,3,137,4,0.367414133103049,0.134993145203865
"825","Cas4","Cassiope",2020,211,2020-07-29,2,0,147,0,149,4,0.671157686463611,0.450452640099187
"826","Cas4","Cassiope",2020,218,2020-08-05,3,0,143,0,146,4,0.974901239824173,0.95043242741071
"827","Cas4","Cassiope",2020,225,2020-08-12,2,0,137,0,139,4,1.27864479318474,1.63493250713843
"828","Cas4","Cassiope",2020,232,2020-08-19,0,0,118,0,118,4,1.5823883465453,2.50395287928236
"829","Cas4","Cassiope",2020,239,2020-08-26,1,0,117,0,118,4,1.88613189990586,3.55749354384249
"830","Cas4","Cassiope",2021,166,2021-06-15,0,0,0,0,0,4,-1.28147944228286,1.64218956099359
"831","Cas4","Cassiope",2021,175,2021-06-24,59,0,0,0,59,4,-0.890952016533566,0.793795495765229
"832","Cas4","Cassiope",2021,183,2021-07-02,145,84,0,84,145,4,-0.543816526978638,0.295736415015108
"833","Cas4","Cassiope",2021,189,2021-07-08,20,196,4,196,24,4,-0.283464909812442,0.0803523550949758
"834","Cas4","Cassiope",2021,196,2021-07-15,0,42,166,42,166,4,0.0202786435481203,0.000411223384151721
"835","Cas4","Cassiope",2021,203,2021-07-22,0,0,204,0,204,4,0.324022196908683,0.104990384089529
"836","Cas4","Cassiope",2022,175,2022-06-24,263,0,0,0,263,4,-0.890952016533566,0.793795495765229
"837","Cas4","Cassiope",2022,180,2022-06-29,274,0,0,0,274,4,-0.673992335561736,0.454265668395964
"838","Cas4","Cassiope",2022,188,2022-07-07,230,8,0,8,230,4,-0.326856846006808,0.106835397781518
"839","Cas4","Cassiope",2022,195,2022-07-14,33,216,0,216,33,4,-0.0231132926462457,0.000534224296950997
"840","Cas4","Cassiope",2022,202,2022-07-21,6,192,49,192,55,4,0.280630260714317,0.0787533432285853
"841","Cas4","Cassiope",2022,209,2022-07-28,1,3,215,3,216,4,0.584373814074879,0.341492754576421
"842","Cas4","Cassiope",2022,216,2022-08-04,6,1,249,1,255,4,0.888117367435441,0.788752458340458
"843","Cas4","Cassiope",2022,223,2022-08-11,14,5,212,5,226,4,1.191860920796,1.4205324545207
"844","Cas4","Cassiope",2022,230,2022-08-18,16,0,221,0,237,4,1.49560447415657,2.23683274311714
"845","Cas4","Cassiope",2022,238,2022-08-26,17,1,206,1,223,4,1.84273996371149,3.39569057385944
"846","Cas4","Cassiope",2023,187,2023-07-06,21,0,0,0,21,4,-0.370248782201174,0.137084160721452
"847","Cas4","Cassiope",2023,193,2023-07-12,29,18,0,18,29,4,-0.109897165034978,0.0120773868827252
"848","Cas4","Cassiope",2023,200,2023-07-19,1,54,3,54,4,4,0.193846388325584,0.0375764222668733
"849","Cas4","Cassiope",2023,207,2023-07-26,0,18,30,18,30,4,0.497589941686147,0.247595750067223
"850","Cas4","Cassiope",2023,214,2023-08-02,0,0,46,0,46,4,0.801333495046709,0.642135370283774
"851","Cas4","Cassiope",2023,221,2023-08-09,0,0,41,0,41,4,1.10507704840727,1.22119528291653
"852","Cas4","Cassiope",2023,229,2023-08-17,0,0,41,0,41,4,1.4522125379622,2.10892125541461
"853","Cas4","Cassiope",2023,235,2023-08-23,0,0,43,0,43,4,1.7125641551284,2.93287598543064
"854","Cas4","Cassiope",2023,242,2023-08-30,0,0,42,0,42,4,2.01630770848896,4.06549677531199
"855","Cas4","Cassiope",2024,178,2024-06-26,13,0,0,0,13,4,-0.760776207950468,0.578780438583494
"856","Cas4","Cassiope",2024,184,2024-07-02,219,0,0,0,219,4,-0.500424590784272,0.250424771061606
"857","Cas4","Cassiope",2024,191,2024-07-09,123,116,0,116,123,4,-0.19668103742371,0.0386834304820668
"858","Cas4","Cassiope",2024,198,2024-07-16,2,212,9,212,11,4,0.107062515936852,0.0114623823187288
"859","Cas4","Cassiope",2024,204,2024-07-22,0,80,215,80,215,4,0.367414133103049,0.134993145203865
"860","Cas4","Cassiope",2024,212,2024-07-30,1,2,218,2,219,4,0.714549622657977,0.510581163240657
"861","Cas4","Cassiope",2024,219,2024-08-06,2,0,214,0,216,4,1.01829317601854,1.03692099232592
"862","Cas4","Cassiope",2024,226,2024-08-13,4,0,205,0,209,4,1.3220367293791,1.74778111382739
"863","Cas4","Cassiope",2024,233,2024-08-20,6,0,200,0,206,4,1.62578028273966,2.64316152774506
"864","Cas4","Cassiope",2024,240,2024-08-27,6,0,216,0,222,4,1.92952383610023,3.72306223407893
"865","Dry1","Dryas",1996,155,1996-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"866","Dry1","Dryas",1996,162,1996-06-10,100,0,0,0,100,1,-1.45504718706032,2.11716231657216
"867","Dry1","Dryas",1996,169,1996-06-17,136,54,0,54,136,1,-1.15130363369976,1.32550005697028
"868","Dry1","Dryas",1996,176,1996-06-24,22,198,14,198,36,1,-0.8475600803392,0.718358089784592
"869","Dry1","Dryas",1996,183,1996-07-01,0,4,96,4,96,1,-0.543816526978638,0.295736415015108
"870","Dry1","Dryas",1996,190,1996-07-08,0,0,100,0,100,1,-0.240072973618076,0.0576350326618254
"871","Dry1","Dryas",1999,152,1999-06-01,0,0,0,0,0,1,-1.88896654900399,3.56819462325603
"872","Dry1","Dryas",1999,154,1999-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"873","Dry1","Dryas",1999,160,1999-06-09,0,0,0,0,0,1,-1.54183105944906,2.3772430158818
"874","Dry1","Dryas",1999,161,1999-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"875","Dry1","Dryas",1999,168,1999-06-17,0,0,0,0,0,1,-1.19469556989413,1.42729750472466
"876","Dry1","Dryas",1999,175,1999-06-24,106,0,0,0,106,1,-0.890952016533566,0.793795495765229
"877","Dry1","Dryas",1999,182,1999-07-01,149,51,0,51,149,1,-0.587208463173004,0.344813779222001
"878","Dry1","Dryas",1999,189,1999-07-08,13,187,22,187,35,1,-0.283464909812442,0.0803523550949758
"879","Dry1","Dryas",1999,196,1999-07-15,2,38,186,38,188,1,0.0202786435481203,0.000411223384151721
"880","Dry1","Dryas",1999,203,1999-07-22,0,4,196,4,196,1,0.324022196908683,0.104990384089529
"881","Dry1","Dryas",1999,210,1999-07-29,0,0,200,0,200,1,0.627765750269245,0.394089837211108
"882","Dry1","Dryas",1999,217,1999-08-05,0,0,200,0,200,1,0.931509303629807,0.867709582748888
"883","Dry1","Dryas",1999,224,1999-08-12,0,0,200,0,200,1,1.23525285699037,1.52584962070287
"884","Dry1","Dryas",1999,231,1999-08-19,0,0,200,0,200,1,1.53899641035093,2.36850995107305
"885","Dry1","Dryas",1999,238,1999-08-26,0,0,200,0,200,1,1.84273996371149,3.39569057385944
"886","Dry1","Dryas",2000,156,2000-06-04,0,0,0,0,0,1,-1.71539880422652,2.94259305754178
"887","Dry1","Dryas",2000,162,2000-06-10,0,0,0,0,0,1,-1.45504718706032,2.11716231657216
"888","Dry1","Dryas",2000,169,2000-06-17,123,0,0,0,123,1,-1.15130363369976,1.32550005697028
"889","Dry1","Dryas",2000,176,2000-06-24,183,111,0,111,183,1,-0.8475600803392,0.718358089784592
"890","Dry1","Dryas",2000,183,2000-07-01,11,163,89,163,100,1,-0.543816526978638,0.295736415015108
"891","Dry1","Dryas",2000,190,2000-07-08,0,4,196,4,196,1,-0.240072973618076,0.0576350326618254
"892","Dry1","Dryas",2000,196,2000-07-14,0,1,199,1,199,1,0.0202786435481203,0.000411223384151721
"893","Dry1","Dryas",2000,204,2000-07-22,0,0,200,0,200,1,0.367414133103049,0.134993145203865
"894","Dry1","Dryas",2001,154,2001-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"895","Dry1","Dryas",2001,162,2001-06-11,56,0,0,0,56,1,-1.45504718706032,2.11716231657216
"896","Dry1","Dryas",2001,169,2001-06-18,187,3,0,3,187,1,-1.15130363369976,1.32550005697028
"897","Dry1","Dryas",2001,175,2001-06-24,36,165,0,165,36,1,-0.890952016533566,0.793795495765229
"898","Dry1","Dryas",2001,182,2001-07-01,3,103,119,103,122,1,-0.587208463173004,0.344813779222001
"899","Dry1","Dryas",2001,189,2001-07-08,0,2,198,2,198,1,-0.283464909812442,0.0803523550949758
"900","Dry1","Dryas",2001,196,2001-07-15,0,0,200,0,200,1,0.0202786435481203,0.000411223384151721
"901","Dry1","Dryas",2002,154,2002-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"902","Dry1","Dryas",2002,161,2002-06-10,7,0,0,0,7,1,-1.49843912325469,2.24531980610029
"903","Dry1","Dryas",2002,168,2002-06-17,196,4,0,4,196,1,-1.19469556989413,1.42729750472466
"904","Dry1","Dryas",2002,175,2002-06-24,108,92,0,92,108,1,-0.890952016533566,0.793795495765229
"905","Dry1","Dryas",2002,182,2002-07-01,2,50,135,50,137,1,-0.587208463173004,0.344813779222001
"906","Dry1","Dryas",2002,189,2002-07-08,0,3,197,3,197,1,-0.283464909812442,0.0803523550949758
"907","Dry1","Dryas",2002,196,2002-07-15,0,0,200,0,200,1,0.0202786435481203,0.000411223384151721
"908","Dry1","Dryas",2002,203,2002-07-22,0,0,184,0,184,1,0.324022196908683,0.104990384089529
"909","Dry1","Dryas",2003,154,2003-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"910","Dry1","Dryas",2003,161,2003-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"911","Dry1","Dryas",2003,168,2003-06-17,13,0,0,0,13,1,-1.19469556989413,1.42729750472466
"912","Dry1","Dryas",2003,175,2003-06-24,200,0,0,0,200,1,-0.890952016533566,0.793795495765229
"913","Dry1","Dryas",2003,182,2003-07-01,90,110,0,110,90,1,-0.587208463173004,0.344813779222001
"914","Dry1","Dryas",2003,189,2003-07-08,0,30,170,30,170,1,-0.283464909812442,0.0803523550949758
"915","Dry1","Dryas",2003,196,2003-07-15,0,4,196,4,196,1,0.0202786435481203,0.000411223384151721
"916","Dry1","Dryas",2003,203,2003-07-22,0,0,200,0,200,1,0.324022196908683,0.104990384089529
"917","Dry1","Dryas",2004,153,2004-06-01,0,0,0,0,0,1,-1.84557461280962,3.40614565144738
"918","Dry1","Dryas",2004,155,2004-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"919","Dry1","Dryas",2004,162,2004-06-10,155,0,0,0,155,1,-1.45504718706032,2.11716231657216
"920","Dry1","Dryas",2004,169,2004-06-17,196,20,0,20,196,1,-1.15130363369976,1.32550005697028
"921","Dry1","Dryas",2004,176,2004-06-24,38,217,88,217,126,1,-0.8475600803392,0.718358089784592
"922","Dry1","Dryas",2004,183,2004-07-01,3,13,216,13,219,1,-0.543816526978638,0.295736415015108
"923","Dry1","Dryas",2004,190,2004-07-08,0,0,180,0,180,1,-0.240072973618076,0.0576350326618254
"924","Dry1","Dryas",2005,155,2005-06-04,24,0,0,0,24,1,-1.75879074042089,3.09334486859025
"925","Dry1","Dryas",2005,161,2005-06-10,99,7,0,7,99,1,-1.49843912325469,2.24531980610029
"926","Dry1","Dryas",2005,168,2005-06-17,20,147,23,147,43,1,-1.19469556989413,1.42729750472466
"927","Dry1","Dryas",2005,175,2005-06-24,0,61,139,61,139,1,-0.890952016533566,0.793795495765229
"928","Dry1","Dryas",2005,182,2005-07-01,0,9,191,9,191,1,-0.587208463173004,0.344813779222001
"929","Dry1","Dryas",2005,189,2005-07-08,0,1,199,1,199,1,-0.283464909812442,0.0803523550949758
"930","Dry1","Dryas",2005,196,2005-07-15,0,0,200,0,200,1,0.0202786435481203,0.000411223384151721
"931","Dry1","Dryas",2005,203,2005-07-22,0,0,200,0,200,1,0.324022196908683,0.104990384089529
"932","Dry1","Dryas",2005,210,2005-07-29,0,0,200,0,200,1,0.627765750269245,0.394089837211108
"933","Dry1","Dryas",2005,217,2005-08-05,0,0,200,0,200,1,0.931509303629807,0.867709582748888
"934","Dry1","Dryas",2005,224,2005-08-12,0,0,200,0,200,1,1.23525285699037,1.52584962070287
"935","Dry1","Dryas",2005,231,2005-08-19,0,0,200,0,200,1,1.53899641035093,2.36850995107305
"936","Dry1","Dryas",2005,238,2005-08-26,0,0,200,0,200,1,1.84273996371149,3.39569057385944
"937","Dry1","Dryas",2006,154,2006-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"938","Dry1","Dryas",2006,161,2006-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"939","Dry1","Dryas",2006,168,2006-06-17,179,0,0,0,179,1,-1.19469556989413,1.42729750472466
"940","Dry1","Dryas",2006,180,2006-06-29,47,217,13,217,60,1,-0.673992335561736,0.454265668395964
"941","Dry1","Dryas",2006,181,2006-06-30,38,213,16,213,54,1,-0.63060039936737,0.397656863682287
"942","Dry1","Dryas",2006,182,2006-07-01,36,219,18,219,54,1,-0.587208463173004,0.344813779222001
"943","Dry1","Dryas",2006,189,2006-07-08,41,19,210,19,251,1,-0.283464909812442,0.0803523550949758
"944","Dry1","Dryas",2006,196,2006-07-15,24,1,235,1,259,1,0.0202786435481203,0.000411223384151721
"945","Dry1","Dryas",2006,203,2006-07-22,5,0,246,0,251,1,0.324022196908683,0.104990384089529
"946","Dry1","Dryas",2006,210,2006-07-29,0,0,254,0,254,1,0.627765750269245,0.394089837211108
"947","Dry1","Dryas",2006,217,2006-08-05,0,0,249,0,249,1,0.931509303629807,0.867709582748888
"948","Dry1","Dryas",2006,224,2006-08-12,0,0,228,0,228,1,1.23525285699037,1.52584962070287
"949","Dry1","Dryas",2006,230,2006-08-18,0,0,204,0,204,1,1.49560447415657,2.23683274311714
"950","Dry1","Dryas",2006,238,2006-08-26,0,0,204,0,204,1,1.84273996371149,3.39569057385944
"951","Dry1","Dryas",2007,154,2007-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"952","Dry1","Dryas",2007,161,2007-06-10,9,0,0,0,9,1,-1.49843912325469,2.24531980610029
"953","Dry1","Dryas",2007,168,2007-06-17,62,3,0,3,62,1,-1.19469556989413,1.42729750472466
"954","Dry1","Dryas",2007,175,2007-06-24,28,82,0,82,28,1,-0.890952016533566,0.793795495765229
"955","Dry1","Dryas",2007,189,2007-07-08,0,1,124,1,124,1,-0.283464909812442,0.0803523550949758
"956","Dry1","Dryas",2007,194,2007-07-13,0,0,135,0,135,1,-0.0665052288406118,0.00442294546314214
"957","Dry1","Dryas",2007,196,2007-07-15,0,0,124,0,124,1,0.0202786435481203,0.000411223384151721
"958","Dry1","Dryas",2007,203,2007-07-22,0,0,123,0,123,1,0.324022196908683,0.104990384089529
"959","Dry1","Dryas",2007,210,2007-07-29,0,0,0,0,0,1,0.627765750269245,0.394089837211108
"960","Dry1","Dryas",2007,218,2007-08-06,0,0,0,0,0,1,0.974901239824173,0.95043242741071
"961","Dry1","Dryas",2007,224,2007-08-12,0,0,0,0,0,1,1.23525285699037,1.52584962070287
"962","Dry1","Dryas",2007,231,2007-08-19,0,0,0,0,0,1,1.53899641035093,2.36850995107305
"963","Dry1","Dryas",2007,238,2007-08-26,0,0,0,0,0,1,1.84273996371149,3.39569057385944
"964","Dry1","Dryas",2008,155,2008-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"965","Dry1","Dryas",2008,162,2008-06-10,10,0,0,0,10,1,-1.45504718706032,2.11716231657216
"966","Dry1","Dryas",2008,170,2008-06-18,139,32,0,32,139,1,-1.1079116975054,1.22746832946929
"967","Dry1","Dryas",2008,176,2008-06-24,4,122,50,122,54,1,-0.8475600803392,0.718358089784592
"968","Dry1","Dryas",2008,183,2008-07-01,0,7,178,7,178,1,-0.543816526978638,0.295736415015108
"969","Dry1","Dryas",2008,190,2008-07-08,0,0,183,0,183,1,-0.240072973618076,0.0576350326618254
"970","Dry1","Dryas",2008,205,2008-07-23,0,0,165,0,165,1,0.410806069297415,0.168761626571592
"971","Dry1","Dryas",2009,154,2009-06-03,39,0,0,0,39,1,-1.80218267661525,3.24786239989212
"972","Dry1","Dryas",2009,161,2009-06-10,117,2,0,2,117,1,-1.49843912325469,2.24531980610029
"973","Dry1","Dryas",2009,169,2009-06-18,108,84,0,84,108,1,-1.15130363369976,1.32550005697028
"974","Dry1","Dryas",2009,175,2009-06-24,43,202,9,202,52,1,-0.890952016533566,0.793795495765229
"975","Dry1","Dryas",2009,183,2009-07-02,5,39,202,39,207,1,-0.543816526978638,0.295736415015108
"976","Dry1","Dryas",2009,196,2009-07-15,0,0,193,0,193,1,0.0202786435481203,0.000411223384151721
"977","Dry1","Dryas",2010,154,2010-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"978","Dry1","Dryas",2010,161,2010-06-10,91,0,0,0,91,1,-1.49843912325469,2.24531980610029
"979","Dry1","Dryas",2010,168,2010-06-17,156,60,0,60,156,1,-1.19469556989413,1.42729750472466
"980","Dry1","Dryas",2010,175,2010-06-24,19,259,52,259,71,1,-0.890952016533566,0.793795495765229
"981","Dry1","Dryas",2010,189,2010-07-08,0,0,207,0,207,1,-0.283464909812442,0.0803523550949758
"982","Dry1","Dryas",2010,224,2010-08-12,0,0,209,0,209,1,1.23525285699037,1.52584962070287
"983","Dry1","Dryas",2010,231,2010-08-19,0,0,197,0,197,1,1.53899641035093,2.36850995107305
"984","Dry1","Dryas",2010,237,2010-08-25,0,0,191,0,191,1,1.79934802751713,3.23765332412978
"985","Dry1","Dryas",2011,154,2011-06-03,4,0,0,0,4,1,-1.80218267661525,3.24786239989212
"986","Dry1","Dryas",2011,156,2011-06-05,34,0,0,0,34,1,-1.71539880422652,2.94259305754178
"987","Dry1","Dryas",2011,157,2011-06-06,69,0,0,0,69,1,-1.67200686803216,2.7956069667467
"988","Dry1","Dryas",2011,161,2011-06-10,209,15,0,15,209,1,-1.49843912325469,2.24531980610029
"989","Dry1","Dryas",2011,168,2011-06-17,131,69,0,69,131,1,-1.19469556989413,1.42729750472466
"990","Dry1","Dryas",2011,175,2011-06-24,0,141,119,141,119,1,-0.890952016533566,0.793795495765229
"991","Dry1","Dryas",2011,182,2011-07-01,0,15,185,15,185,1,-0.587208463173004,0.344813779222001
"992","Dry1","Dryas",2011,189,2011-07-08,0,0,200,0,200,1,-0.283464909812442,0.0803523550949758
"993","Dry1","Dryas",2011,196,2011-07-15,0,0,219,0,219,1,0.0202786435481203,0.000411223384151721
"994","Dry1","Dryas",2011,203,2011-07-22,0,0,230,0,230,1,0.324022196908683,0.104990384089529
"995","Dry1","Dryas",2013,154,2013-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"996","Dry1","Dryas",2013,161,2013-06-10,54,0,0,0,54,1,-1.49843912325469,2.24531980610029
"997","Dry1","Dryas",2013,168,2013-06-17,156,33,0,33,156,1,-1.19469556989413,1.42729750472466
"998","Dry1","Dryas",2013,175,2013-06-24,13,183,2,183,15,1,-0.890952016533566,0.793795495765229
"999","Dry1","Dryas",2013,182,2013-07-01,0,63,187,63,187,1,-0.587208463173004,0.344813779222001
"1000","Dry1","Dryas",2014,156,2014-06-05,0,0,0,0,0,1,-1.71539880422652,2.94259305754178
"1001","Dry1","Dryas",2014,161,2014-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"1002","Dry1","Dryas",2014,168,2014-06-17,56,7,0,7,56,1,-1.19469556989413,1.42729750472466
"1003","Dry1","Dryas",2014,175,2014-06-24,88,41,1,41,89,1,-0.890952016533566,0.793795495765229
"1004","Dry1","Dryas",2014,183,2014-07-02,13,156,10,156,23,1,-0.543816526978638,0.295736415015108
"1005","Dry1","Dryas",2014,190,2014-07-09,3,73,101,73,104,1,-0.240072973618076,0.0576350326618254
"1006","Dry1","Dryas",2014,197,2014-07-16,0,2,173,2,173,1,0.0636705797424863,0.00405394272474431
"1007","Dry1","Dryas",2014,204,2014-07-23,0,0,158,0,158,1,0.367414133103049,0.134993145203865
"1008","Dry1","Dryas",2014,211,2014-07-30,0,0,159,0,159,1,0.671157686463611,0.450452640099187
"1009","Dry1","Dryas",2014,218,2014-08-06,0,0,166,0,166,1,0.974901239824173,0.95043242741071
"1010","Dry1","Dryas",2014,225,2014-08-13,0,0,119,0,119,1,1.27864479318474,1.63493250713843
"1011","Dry1","Dryas",2015,161,2015-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"1012","Dry1","Dryas",2015,167,2015-06-16,0,0,0,0,0,1,-1.23808750608849,1.53286067273243
"1013","Dry1","Dryas",2015,174,2015-06-23,51,0,0,0,51,1,-0.934343952727932,0.872998621999257
"1014","Dry1","Dryas",2015,181,2015-06-30,140,143,0,143,140,1,-0.63060039936737,0.397656863682287
"1015","Dry1","Dryas",2015,189,2015-07-08,1,121,72,121,73,1,-0.283464909812442,0.0803523550949758
"1016","Dry1","Dryas",2015,194,2015-07-13,0,23,175,23,175,1,-0.0665052288406118,0.00442294546314214
"1017","Dry1","Dryas",2015,201,2015-07-20,0,0,193,0,193,1,0.23723832451995,0.0562820226210333
"1018","Dry1","Dryas",2015,208,2015-07-27,0,0,184,0,184,1,0.540981877880513,0.292661392195126
"1019","Dry1","Dryas",2015,215,2015-08-03,0,0,184,0,184,1,0.844725431241075,0.71356105418542
"1020","Dry1","Dryas",2015,222,2015-08-10,0,0,184,0,184,1,1.14846898460164,1.31898100859192
"1021","Dry1","Dryas",2015,229,2015-08-17,0,0,184,0,184,1,1.4522125379622,2.10892125541461
"1022","Dry1","Dryas",2015,236,2015-08-24,0,0,184,0,184,1,1.75595609132276,3.08338179465351
"1023","Dry1","Dryas",2016,155,2016-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"1024","Dry1","Dryas",2016,162,2016-06-10,76,2,0,2,76,1,-1.45504718706032,2.11716231657216
"1025","Dry1","Dryas",2016,169,2016-06-17,198,32,0,32,198,1,-1.15130363369976,1.32550005697028
"1026","Dry1","Dryas",2016,176,2016-06-24,47,216,16,216,63,1,-0.8475600803392,0.718358089784592
"1027","Dry1","Dryas",2016,183,2016-07-01,1,68,190,68,191,1,-0.543816526978638,0.295736415015108
"1028","Dry1","Dryas",2016,190,2016-07-08,0,1,199,1,199,1,-0.240072973618076,0.0576350326618254
"1029","Dry1","Dryas",2017,152,2017-06-01,0,0,0,0,0,1,-1.88896654900399,3.56819462325603
"1030","Dry1","Dryas",2017,159,2017-06-08,13,0,0,0,13,1,-1.58522299564342,2.51293194591671
"1031","Dry1","Dryas",2017,167,2017-06-16,176,0,0,0,176,1,-1.23808750608849,1.53286067273243
"1032","Dry1","Dryas",2017,173,2017-06-22,108,133,0,133,108,1,-0.977735888922299,0.955967468486677
"1033","Dry1","Dryas",2017,180,2017-06-29,12,206,3,206,15,1,-0.673992335561736,0.454265668395964
"1034","Dry1","Dryas",2017,187,2017-07-06,0,203,13,203,13,1,-0.370248782201174,0.137084160721452
"1035","Dry1","Dryas",2017,194,2017-07-13,0,101,120,101,120,1,-0.0665052288406118,0.00442294546314214
"1036","Dry1","Dryas",2017,201,2017-07-20,0,0,200,0,200,1,0.23723832451995,0.0562820226210333
"1037","Dry1","Dryas",2017,208,2017-07-27,0,0,200,0,200,1,0.540981877880513,0.292661392195126
"1038","Dry1","Dryas",2018,162,2018-06-11,0,0,0,0,0,1,-1.45504718706032,2.11716231657216
"1039","Dry1","Dryas",2018,166,2018-06-15,6,0,0,0,6,1,-1.28147944228286,1.64218956099359
"1040","Dry1","Dryas",2018,172,2018-06-21,125,0,0,0,125,1,-1.02112782511666,1.04270203522749
"1041","Dry1","Dryas",2018,179,2018-06-28,160,47,0,47,160,1,-0.717384271756102,0.514640193363033
"1042","Dry1","Dryas",2018,186,2018-07-05,29,152,53,152,82,1,-0.41364071839554,0.171098643914778
"1043","Dry1","Dryas",2018,193,2018-07-12,0,54,149,54,149,1,-0.109897165034978,0.0120773868827252
"1044","Dry1","Dryas",2018,200,2018-07-19,0,0,200,0,200,1,0.193846388325584,0.0375764222668733
"1045","Dry1","Dryas",2019,157,2019-06-06,64,2,0,2,64,1,-1.67200686803216,2.7956069667467
"1046","Dry1","Dryas",2019,164,2019-06-13,105,110,0,110,105,1,-1.36826331467159,1.87214449827609
"1047","Dry1","Dryas",2019,171,2019-06-20,12,167,81,167,93,1,-1.06451976131103,1.13320232222169
"1048","Dry1","Dryas",2019,178,2019-06-27,0,32,193,32,193,1,-0.760776207950468,0.578780438583494
"1049","Dry1","Dryas",2019,185,2019-07-04,0,1,201,1,201,1,-0.457032654589906,0.208878847361496
"1050","Dry1","Dryas",2019,192,2019-07-11,0,0,200,0,200,1,-0.153289101229344,0.0234975485557
"1051","Dry1","Dryas",2019,199,2019-07-18,0,0,200,0,200,1,0.150454452131218,0.0226365421661051
"1052","Dry1","Dryas",2019,206,2019-07-25,0,0,200,0,200,1,0.454198005491781,0.206295828192712
"1053","Dry1","Dryas",2019,213,2019-08-01,0,0,200,0,200,1,0.757941558852343,0.57447540663552
"1054","Dry1","Dryas",2022,153,2022-06-02,2,0,0,0,2,1,-1.84557461280962,3.40614565144738
"1055","Dry1","Dryas",2022,160,2022-06-09,83,0,0,0,83,1,-1.54183105944906,2.3772430158818
"1056","Dry1","Dryas",2022,167,2022-06-16,194,17,0,17,194,1,-1.23808750608849,1.53286067273243
"1057","Dry1","Dryas",2022,175,2022-06-24,137,112,2,112,139,1,-0.890952016533566,0.793795495765229
"1058","Dry1","Dryas",2022,181,2022-06-30,11,187,57,187,68,1,-0.63060039936737,0.397656863682287
"1059","Dry1","Dryas",2022,188,2022-07-07,0,38,204,38,204,1,-0.326856846006808,0.106835397781518
"1060","Dry1","Dryas",2023,158,2023-06-07,5,0,0,0,5,1,-1.62861493183779,2.65238659620501
"1061","Dry1","Dryas",2023,165,2023-06-14,122,5,0,5,122,1,-1.32487137847723,1.75528416950815
"1062","Dry1","Dryas",2023,172,2023-06-21,151,94,1,94,152,1,-1.02112782511666,1.04270203522749
"1063","Dry1","Dryas",2023,179,2023-06-28,6,197,71,197,77,1,-0.717384271756102,0.514640193363033
"1064","Dry1","Dryas",2023,187,2023-07-06,0,17,226,17,226,1,-0.370248782201174,0.137084160721452
"1065","Dry1","Dryas",2024,155,2024-06-03,13,0,0,0,13,1,-1.75879074042089,3.09334486859025
"1066","Dry1","Dryas",2024,163,2024-06-11,165,2,0,2,165,1,-1.41165525086596,1.99277054729743
"1067","Dry1","Dryas",2024,170,2024-06-18,179,83,1,83,180,1,-1.1079116975054,1.22746832946929
"1068","Dry1","Dryas",2024,178,2024-06-26,53,180,15,180,68,1,-0.760776207950468,0.578780438583494
"1069","Dry1","Dryas",2024,184,2024-07-02,2,74,155,74,157,1,-0.500424590784272,0.250424771061606
"1070","Dry1","Dryas",2024,191,2024-07-09,0,4,205,4,205,1,-0.19668103742371,0.0386834304820668
"1071","Dry2","Dryas",1996,176,1996-06-24,0,0,0,0,0,2,-0.8475600803392,0.718358089784592
