"","Plot","species","year","DOY","Date","tot_buds","tot_flowers","tot_sen","tot_F","tot_NF","plot_id","DOYs","DOYsqs"
"2431","Pap2","Papaver",2014,197,2014-07-16,130,0,0,0,130,2,0.0636705797424863,0.00405394272474431
"2432","Pap2","Papaver",2014,204,2014-07-23,70,35,0,35,70,2,0.367414133103049,0.134993145203865
"2433","Pap2","Papaver",2014,211,2014-07-30,14,108,42,108,56,2,0.671157686463611,0.450452640099187
"2434","Pap2","Papaver",2014,218,2014-08-06,5,49,94,49,99,2,0.974901239824173,0.95043242741071
"2435","Pap2","Papaver",2014,225,2014-08-13,6,11,115,11,121,2,1.27864479318474,1.63493250713843
"2436","Pap2","Papaver",2014,232,2014-08-20,3,4,133,4,136,2,1.5823883465453,2.50395287928236
"2437","Pap2","Papaver",2014,239,2014-08-27,0,2,39,2,39,2,1.88613189990586,3.55749354384249
"2438","Pap2","Papaver",2015,189,2015-07-08,1,0,0,0,1,2,-0.283464909812442,0.0803523550949758
"2439","Pap2","Papaver",2015,194,2015-07-13,20,0,0,0,20,2,-0.0665052288406118,0.00442294546314214
"2440","Pap2","Papaver",2015,201,2015-07-20,66,1,0,1,66,2,0.23723832451995,0.0562820226210333
"2441","Pap2","Papaver",2015,208,2015-07-27,51,22,0,22,51,2,0.540981877880513,0.292661392195126
"2442","Pap2","Papaver",2015,215,2015-08-03,25,57,16,57,41,2,0.844725431241075,0.71356105418542
"2443","Pap2","Papaver",2015,222,2015-08-10,4,30,46,30,50,2,1.14846898460164,1.31898100859192
"2444","Pap2","Papaver",2015,229,2015-08-17,2,13,69,13,71,2,1.4522125379622,2.10892125541461
"2445","Pap2","Papaver",2015,236,2015-08-24,3,3,67,3,70,2,1.75595609132276,3.08338179465351
"2446","Pap2","Papaver",2016,176,2016-06-24,0,0,0,0,0,2,-0.8475600803392,0.718358089784592
"2447","Pap2","Papaver",2016,183,2016-07-01,10,0,0,0,10,2,-0.543816526978638,0.295736415015108
"2448","Pap2","Papaver",2016,190,2016-07-08,26,6,0,6,26,2,-0.240072973618076,0.0576350326618254
"2449","Pap2","Papaver",2016,197,2016-07-15,12,28,11,28,23,2,0.0636705797424863,0.00405394272474431
"2450","Pap2","Papaver",2016,203,2016-07-21,3,10,27,10,30,2,0.324022196908683,0.104990384089529
"2451","Pap2","Papaver",2016,209,2016-07-27,0,8,28,8,28,2,0.584373814074879,0.341492754576421
"2452","Pap2","Papaver",2016,216,2016-08-03,0,0,17,0,17,2,0.888117367435441,0.788752458340458
"2453","Pap2","Papaver",2016,223,2016-08-10,0,0,7,0,7,2,1.191860920796,1.4205324545207
"2454","Pap2","Papaver",2016,230,2016-08-17,0,0,2,0,2,2,1.49560447415657,2.23683274311714
"2455","Pap2","Papaver",2016,237,2016-08-24,0,0,0,0,0,2,1.79934802751713,3.23765332412978
"2456","Pap3","Papaver",1996,155,1996-06-03,0,0,0,0,0,3,-1.75879074042089,3.09334486859025
"2457","Pap3","Papaver",1996,162,1996-06-10,0,0,0,0,0,3,-1.45504718706032,2.11716231657216
"2458","Pap3","Papaver",1996,169,1996-06-17,0,0,0,0,0,3,-1.15130363369976,1.32550005697028
"2459","Pap3","Papaver",1996,176,1996-06-24,0,0,0,0,0,3,-0.8475600803392,0.718358089784592
"2460","Pap3","Papaver",1996,183,1996-07-01,7,0,0,0,7,3,-0.543816526978638,0.295736415015108
"2461","Pap3","Papaver",1996,190,1996-07-08,100,0,0,0,100,3,-0.240072973618076,0.0576350326618254
"2462","Pap3","Papaver",1996,197,1996-07-15,38,63,0,63,38,3,0.0636705797424863,0.00405394272474431
"2463","Pap3","Papaver",1996,204,1996-07-22,2,97,1,97,3,3,0.367414133103049,0.134993145203865
"2464","Pap3","Papaver",1996,211,1996-07-29,1,44,78,44,79,3,0.671157686463611,0.450452640099187
"2465","Pap3","Papaver",1996,218,1996-08-05,2,5,94,5,96,3,0.974901239824173,0.95043242741071
"2466","Pap3","Papaver",1996,225,1996-08-12,1,4,61,4,62,3,1.27864479318474,1.63493250713843
"2467","Pap3","Papaver",1996,232,1996-08-19,1,0,2,0,3,3,1.5823883465453,2.50395287928236
"2468","Pap3","Papaver",1996,239,1996-08-26,0,0,0,0,0,3,1.88613189990586,3.55749354384249
"2469","Pap3","Papaver",1997,175,1997-06-24,0,0,0,0,0,3,-0.890952016533566,0.793795495765229
"2470","Pap3","Papaver",1997,182,1997-07-01,29,0,0,0,29,3,-0.587208463173004,0.344813779222001
"2471","Pap3","Papaver",1997,189,1997-07-08,58,0,0,0,58,3,-0.283464909812442,0.0803523550949758
"2472","Pap3","Papaver",1997,196,1997-07-15,91,20,0,20,91,3,0.0202786435481203,0.000411223384151721
"2473","Pap3","Papaver",1997,203,1997-07-22,43,145,3,145,46,3,0.324022196908683,0.104990384089529
"2474","Pap3","Papaver",1997,210,1997-07-29,2,189,31,189,33,3,0.627765750269245,0.394089837211108
"2475","Pap3","Papaver",1997,217,1997-08-05,2,16,172,16,174,3,0.931509303629807,0.867709582748888
"2476","Pap3","Papaver",1997,224,1997-08-12,0,1,181,1,181,3,1.23525285699037,1.52584962070287
"2477","Pap3","Papaver",1997,231,1997-08-19,0,0,0,0,0,3,1.53899641035093,2.36850995107305
"2478","Pap3","Papaver",1997,239,1997-08-27,0,0,0,0,0,3,1.88613189990586,3.55749354384249
"2479","Pap3","Papaver",1998,175,1998-06-24,0,0,0,0,0,3,-0.890952016533566,0.793795495765229
"2480","Pap3","Papaver",1998,182,1998-07-01,0,0,0,0,0,3,-0.587208463173004,0.344813779222001
"2481","Pap3","Papaver",1998,189,1998-07-08,12,0,0,0,12,3,-0.283464909812442,0.0803523550949758
"2482","Pap3","Papaver",1998,196,1998-07-15,51,1,0,1,51,3,0.0202786435481203,0.000411223384151721
"2483","Pap3","Papaver",1998,203,1998-07-22,62,9,0,9,62,3,0.324022196908683,0.104990384089529
"2484","Pap3","Papaver",1998,210,1998-07-29,30,170,0,170,30,3,0.627765750269245,0.394089837211108
"2485","Pap3","Papaver",1998,217,1998-08-05,2,122,76,122,78,3,0.931509303629807,0.867709582748888
"2486","Pap3","Papaver",1998,231,1998-08-19,0,5,236,5,236,3,1.53899641035093,2.36850995107305
"2487","Pap3","Papaver",1998,239,1998-08-27,0,0,15,0,15,3,1.88613189990586,3.55749354384249
"2488","Pap3","Papaver",1999,182,1999-07-01,0,0,0,0,0,3,-0.587208463173004,0.344813779222001
"2489","Pap3","Papaver",1999,189,1999-07-08,0,0,0,0,0,3,-0.283464909812442,0.0803523550949758
"2490","Pap3","Papaver",1999,196,1999-07-15,79,0,0,0,79,3,0.0202786435481203,0.000411223384151721
"2491","Pap3","Papaver",1999,203,1999-07-22,74,0,0,0,74,3,0.324022196908683,0.104990384089529
"2492","Pap3","Papaver",1999,210,1999-07-29,81,20,0,20,81,3,0.627765750269245,0.394089837211108
"2493","Pap3","Papaver",1999,217,1999-08-05,20,131,9,131,29,3,0.931509303629807,0.867709582748888
"2494","Pap3","Papaver",1999,224,1999-08-12,2,118,31,118,33,3,1.23525285699037,1.52584962070287
"2495","Pap3","Papaver",1999,231,1999-08-19,0,3,99,3,99,3,1.53899641035093,2.36850995107305
"2496","Pap3","Papaver",1999,238,1999-08-26,0,0,81,0,81,3,1.84273996371149,3.39569057385944
"2497","Pap3","Papaver",2000,176,2000-06-24,1,0,0,0,1,3,-0.8475600803392,0.718358089784592
"2498","Pap3","Papaver",2000,183,2000-07-01,38,0,0,0,38,3,-0.543816526978638,0.295736415015108
"2499","Pap3","Papaver",2000,190,2000-07-08,65,44,0,44,65,3,-0.240072973618076,0.0576350326618254
"2500","Pap3","Papaver",2000,196,2000-07-14,37,125,0,125,37,3,0.0202786435481203,0.000411223384151721
"2501","Pap3","Papaver",2000,204,2000-07-22,12,101,66,101,78,3,0.367414133103049,0.134993145203865
"2502","Pap3","Papaver",2000,211,2000-07-29,0,52,133,52,133,3,0.671157686463611,0.450452640099187
"2503","Pap3","Papaver",2000,218,2000-08-05,0,29,155,29,155,3,0.974901239824173,0.95043242741071
"2504","Pap3","Papaver",2000,225,2000-08-12,0,2,135,2,135,3,1.27864479318474,1.63493250713843
"2505","Pap3","Papaver",2000,232,2000-08-19,0,0,6,0,6,3,1.5823883465453,2.50395287928236
"2506","Pap3","Papaver",2000,239,2000-08-26,0,0,0,0,0,3,1.88613189990586,3.55749354384249
"2507","Pap3","Papaver",2001,175,2001-06-24,0,0,0,0,0,3,-0.890952016533566,0.793795495765229
"2508","Pap3","Papaver",2001,182,2001-07-01,5,0,0,0,5,3,-0.587208463173004,0.344813779222001
"2509","Pap3","Papaver",2001,189,2001-07-08,5,0,0,0,5,3,-0.283464909812442,0.0803523550949758
"2510","Pap3","Papaver",2001,196,2001-07-15,56,30,0,30,56,3,0.0202786435481203,0.000411223384151721
"2511","Pap3","Papaver",2001,203,2001-07-22,17,79,0,79,17,3,0.324022196908683,0.104990384089529
"2512","Pap3","Papaver",2001,210,2001-07-29,8,132,30,132,38,3,0.627765750269245,0.394089837211108
"2513","Pap3","Papaver",2001,217,2001-08-05,0,10,168,10,168,3,0.931509303629807,0.867709582748888
"2514","Pap3","Papaver",2001,224,2001-08-12,0,10,168,10,168,3,1.23525285699037,1.52584962070287
"2515","Pap3","Papaver",2001,231,2001-08-19,0,1,78,1,78,3,1.53899641035093,2.36850995107305
"2516","Pap3","Papaver",2001,238,2001-08-26,0,0,28,0,28,3,1.84273996371149,3.39569057385944
"2517","Pap3","Papaver",2002,182,2002-07-01,35,0,0,0,35,3,-0.587208463173004,0.344813779222001
"2518","Pap3","Papaver",2002,189,2002-07-08,113,2,0,2,113,3,-0.283464909812442,0.0803523550949758
"2519","Pap3","Papaver",2002,196,2002-07-15,67,118,0,118,67,3,0.0202786435481203,0.000411223384151721
"2520","Pap3","Papaver",2002,203,2002-07-22,8,98,87,98,95,3,0.324022196908683,0.104990384089529
"2521","Pap3","Papaver",2002,210,2002-07-29,10,15,174,15,184,3,0.627765750269245,0.394089837211108
"2522","Pap3","Papaver",2002,217,2002-08-05,2,3,187,3,189,3,0.931509303629807,0.867709582748888
"2523","Pap3","Papaver",2002,224,2002-08-12,2,0,177,0,179,3,1.23525285699037,1.52584962070287
"2524","Pap3","Papaver",2002,231,2002-08-19,1,0,66,0,67,3,1.53899641035093,2.36850995107305
"2525","Pap3","Papaver",2002,238,2002-08-26,0,1,3,1,3,3,1.84273996371149,3.39569057385944
"2526","Pap3","Papaver",2003,168,2003-06-17,0,0,0,0,0,3,-1.19469556989413,1.42729750472466
"2527","Pap3","Papaver",2003,175,2003-06-24,18,0,0,0,18,3,-0.890952016533566,0.793795495765229
"2528","Pap3","Papaver",2003,182,2003-07-01,95,0,0,0,95,3,-0.587208463173004,0.344813779222001
"2529","Pap3","Papaver",2003,189,2003-07-08,146,43,0,43,146,3,-0.283464909812442,0.0803523550949758
"2530","Pap3","Papaver",2003,203,2003-07-22,6,37,162,37,168,3,0.324022196908683,0.104990384089529
"2531","Pap3","Papaver",2003,210,2003-07-29,1,10,189,10,190,3,0.627765750269245,0.394089837211108
"2532","Pap3","Papaver",2003,217,2003-08-05,0,2,115,2,115,3,0.931509303629807,0.867709582748888
"2533","Pap3","Papaver",2003,224,2003-08-12,0,1,21,1,21,3,1.23525285699037,1.52584962070287
"2534","Pap3","Papaver",2003,231,2003-08-19,0,0,5,0,5,3,1.53899641035093,2.36850995107305
"2535","Pap3","Papaver",2003,238,2003-08-26,0,0,1,0,1,3,1.84273996371149,3.39569057385944
"2536","Pap3","Papaver",2004,176,2004-06-24,85,0,0,0,85,3,-0.8475600803392,0.718358089784592
"2537","Pap3","Papaver",2004,183,2004-07-01,114,5,0,5,114,3,-0.543816526978638,0.295736415015108
"2538","Pap3","Papaver",2004,190,2004-07-08,27,144,0,144,27,3,-0.240072973618076,0.0576350326618254
"2539","Pap3","Papaver",2004,198,2004-07-16,2,64,114,64,116,3,0.107062515936852,0.0114623823187288
"2540","Pap3","Papaver",2004,204,2004-07-22,3,11,119,11,122,3,0.367414133103049,0.134993145203865
"2541","Pap3","Papaver",2004,211,2004-07-29,2,2,123,2,125,3,0.671157686463611,0.450452640099187
"2542","Pap3","Papaver",2004,218,2004-08-05,0,3,52,3,52,3,0.974901239824173,0.95043242741071
"2543","Pap3","Papaver",2004,225,2004-08-12,0,1,6,1,6,3,1.27864479318474,1.63493250713843
"2544","Pap3","Papaver",2004,232,2004-08-19,0,0,6,0,6,3,1.5823883465453,2.50395287928236
"2545","Pap3","Papaver",2004,239,2004-08-26,0,1,5,1,5,3,1.88613189990586,3.55749354384249
"2546","Pap3","Papaver",2005,155,2005-06-04,0,0,0,0,0,3,-1.75879074042089,3.09334486859025
"2547","Pap3","Papaver",2005,161,2005-06-10,0,0,0,0,0,3,-1.49843912325469,2.24531980610029
"2548","Pap3","Papaver",2005,168,2005-06-17,0,0,0,0,0,3,-1.19469556989413,1.42729750472466
"2549","Pap3","Papaver",2005,175,2005-06-24,62,0,0,0,62,3,-0.890952016533566,0.793795495765229
"2550","Pap3","Papaver",2005,182,2005-07-01,178,0,0,0,178,3,-0.587208463173004,0.344813779222001
"2551","Pap3","Papaver",2005,189,2005-07-08,79,108,12,108,91,3,-0.283464909812442,0.0803523550949758
"2552","Pap3","Papaver",2005,196,2005-07-15,3,74,125,74,128,3,0.0202786435481203,0.000411223384151721
"2553","Pap3","Papaver",2005,203,2005-07-22,0,6,194,6,194,3,0.324022196908683,0.104990384089529
"2554","Pap3","Papaver",2005,210,2005-07-29,0,1,170,1,170,3,0.627765750269245,0.394089837211108
"2555","Pap3","Papaver",2005,217,2005-08-05,0,0,16,0,16,3,0.931509303629807,0.867709582748888
"2556","Pap3","Papaver",2005,224,2005-08-12,1,0,5,0,6,3,1.23525285699037,1.52584962070287
"2557","Pap3","Papaver",2005,231,2005-08-19,0,1,0,1,0,3,1.53899641035093,2.36850995107305
"2558","Pap3","Papaver",2005,238,2005-08-26,0,0,0,0,0,3,1.84273996371149,3.39569057385944
"2559","Pap3","Papaver",2006,189,2006-07-08,121,0,0,0,121,3,-0.283464909812442,0.0803523550949758
"2560","Pap3","Papaver",2006,196,2006-07-15,166,0,0,0,166,3,0.0202786435481203,0.000411223384151721
"2561","Pap3","Papaver",2006,203,2006-07-22,55,124,1,124,56,3,0.324022196908683,0.104990384089529
"2562","Pap3","Papaver",2006,210,2006-07-29,8,156,15,156,23,3,0.627765750269245,0.394089837211108
"2563","Pap3","Papaver",2006,217,2006-08-05,0,23,147,23,147,3,0.931509303629807,0.867709582748888
"2564","Pap3","Papaver",2006,224,2006-08-12,2,0,64,0,66,3,1.23525285699037,1.52584962070287
"2565","Pap3","Papaver",2006,230,2006-08-18,1,1,18,1,19,3,1.49560447415657,2.23683274311714
"2566","Pap3","Papaver",2006,238,2006-08-26,2,1,5,1,7,3,1.84273996371149,3.39569057385944
"2567","Pap3","Papaver",2007,168,2007-06-17,0,0,0,0,0,3,-1.19469556989413,1.42729750472466
"2568","Pap3","Papaver",2007,175,2007-06-24,8,0,0,0,8,3,-0.890952016533566,0.793795495765229
"2569","Pap3","Papaver",2007,182,2007-07-01,35,0,0,0,35,3,-0.587208463173004,0.344813779222001
"2570","Pap3","Papaver",2007,189,2007-07-08,40,107,0,107,40,3,-0.283464909812442,0.0803523550949758
"2571","Pap3","Papaver",2007,203,2007-07-22,6,51,166,51,172,3,0.324022196908683,0.104990384089529
"2572","Pap3","Papaver",2007,210,2007-07-29,0,14,120,14,120,3,0.627765750269245,0.394089837211108
"2573","Pap3","Papaver",2007,218,2007-08-06,2,5,98,5,100,3,0.974901239824173,0.95043242741071
"2574","Pap3","Papaver",2007,224,2007-08-12,0,7,36,7,36,3,1.23525285699037,1.52584962070287
"2575","Pap3","Papaver",2007,231,2007-08-19,0,3,25,3,25,3,1.53899641035093,2.36850995107305
"2576","Pap3","Papaver",2007,238,2007-08-26,0,1,19,1,19,3,1.84273996371149,3.39569057385944
"2577","Pap3","Papaver",2008,155,2008-06-03,0,0,0,0,0,3,-1.75879074042089,3.09334486859025
"2578","Pap3","Papaver",2008,162,2008-06-10,0,0,0,0,0,3,-1.45504718706032,2.11716231657216
"2579","Pap3","Papaver",2008,177,2008-06-25,1,0,0,0,1,3,-0.804168144144834,0.646686404057347
"2580","Pap3","Papaver",2008,183,2008-07-01,17,0,0,0,17,3,-0.543816526978638,0.295736415015108
"2581","Pap3","Papaver",2008,190,2008-07-08,45,0,0,0,45,3,-0.240072973618076,0.0576350326618254
"2582","Pap3","Papaver",2008,198,2008-07-16,59,48,0,48,59,3,0.107062515936852,0.0114623823187288
"2583","Pap3","Papaver",2008,207,2008-07-25,3,53,96,53,99,3,0.497589941686147,0.247595750067223
"2584","Pap3","Papaver",2008,211,2008-07-29,0,19,136,19,136,3,0.671157686463611,0.450452640099187
"2585","Pap3","Papaver",2008,218,2008-08-05,1,4,92,4,93,3,0.974901239824173,0.95043242741071
"2586","Pap3","Papaver",2008,225,2008-08-12,0,2,24,2,24,3,1.27864479318474,1.63493250713843
"2587","Pap3","Papaver",2009,154,2009-06-03,0,0,0,0,0,3,-1.80218267661525,3.24786239989212
"2588","Pap3","Papaver",2009,162,2009-06-11,24,0,0,0,24,3,-1.45504718706032,2.11716231657216
"2589","Pap3","Papaver",2009,169,2009-06-18,61,0,0,0,61,3,-1.15130363369976,1.32550005697028
"2590","Pap3","Papaver",2009,175,2009-06-24,77,0,0,0,77,3,-0.890952016533566,0.793795495765229
"2591","Pap3","Papaver",2009,185,2009-07-04,76,52,0,52,76,3,-0.457032654589906,0.208878847361496
"2592","Pap3","Papaver",2009,189,2009-07-08,11,147,20,147,31,3,-0.283464909812442,0.0803523550949758
"2593","Pap3","Papaver",2009,206,2009-07-25,1,4,112,4,113,3,0.454198005491781,0.206295828192712
"2594","Pap3","Papaver",2009,211,2009-07-30,0,4,83,4,83,3,0.671157686463611,0.450452640099187
"2595","Pap3","Papaver",2009,218,2009-08-06,0,0,4,0,4,3,0.974901239824173,0.95043242741071
"2596","Pap3","Papaver",2009,227,2009-08-15,2,0,4,0,6,3,1.36542866557347,1.86439544076974
"2597","Pap3","Papaver",2009,231,2009-08-19,2,0,4,0,6,3,1.53899641035093,2.36850995107305
"2598","Pap3","Papaver",2009,238,2009-08-26,1,1,2,1,3,3,1.84273996371149,3.39569057385944
"2599","Pap3","Papaver",2010,168,2010-06-17,0,0,0,0,0,3,-1.19469556989413,1.42729750472466
"2600","Pap3","Papaver",2010,175,2010-06-24,0,0,0,0,0,3,-0.890952016533566,0.793795495765229
"2601","Pap3","Papaver",2010,183,2010-07-02,40,0,0,0,40,3,-0.543816526978638,0.295736415015108
"2602","Pap3","Papaver",2010,189,2010-07-08,49,3,0,3,49,3,-0.283464909812442,0.0803523550949758
"2603","Pap3","Papaver",2010,196,2010-07-15,30,95,0,95,30,3,0.0202786435481203,0.000411223384151721
"2604","Pap3","Papaver",2010,203,2010-07-22,13,92,56,92,69,3,0.324022196908683,0.104990384089529
"2605","Pap3","Papaver",2010,211,2010-07-30,6,11,121,11,127,3,0.671157686463611,0.450452640099187
"2606","Pap3","Papaver",2010,225,2010-08-13,0,4,60,4,60,3,1.27864479318474,1.63493250713843
"2607","Pap3","Papaver",2010,231,2010-08-19,1,2,15,2,16,3,1.53899641035093,2.36850995107305
"2608","Pap3","Papaver",2010,238,2010-08-26,1,0,9,0,10,3,1.84273996371149,3.39569057385944
"2609","Pap3","Papaver",2011,168,2011-06-17,0,0,0,0,0,3,-1.19469556989413,1.42729750472466
"2610","Pap3","Papaver",2011,175,2011-06-24,18,0,0,0,18,3,-0.890952016533566,0.793795495765229
"2611","Pap3","Papaver",2011,182,2011-07-01,120,0,0,0,120,3,-0.587208463173004,0.344813779222001
"2612","Pap3","Papaver",2011,189,2011-07-08,37,85,1,85,38,3,-0.283464909812442,0.0803523550949758
"2613","Pap3","Papaver",2011,196,2011-07-15,3,167,49,167,52,3,0.0202786435481203,0.000411223384151721
"2614","Pap3","Papaver",2011,210,2011-07-29,2,6,171,6,173,3,0.627765750269245,0.394089837211108
"2615","Pap3","Papaver",2011,217,2011-08-05,4,4,60,4,64,3,0.931509303629807,0.867709582748888
"2616","Pap3","Papaver",2011,224,2011-08-12,1,4,15,4,16,3,1.23525285699037,1.52584962070287
"2617","Pap3","Papaver",2011,230,2011-08-18,2,1,12,1,14,3,1.49560447415657,2.23683274311714
"2618","Pap3","Papaver",2011,239,2011-08-27,0,1,19,1,19,3,1.88613189990586,3.55749354384249
"2619","Pap3","Papaver",2012,184,2012-07-02,5,0,0,0,5,3,-0.500424590784272,0.250424771061606
"2620","Pap3","Papaver",2012,191,2012-07-09,33,0,0,0,33,3,-0.19668103742371,0.0386834304820668
"2621","Pap3","Papaver",2012,198,2012-07-16,43,18,0,18,43,3,0.107062515936852,0.0114623823187288
"2622","Pap3","Papaver",2012,204,2012-07-22,16,60,0,60,16,3,0.367414133103049,0.134993145203865
"2623","Pap3","Papaver",2012,218,2012-08-05,1,5,63,5,64,3,0.974901239824173,0.95043242741071
"2624","Pap3","Papaver",2012,221,2012-08-08,2,7,74,7,76,3,1.10507704840727,1.22119528291653
"2625","Pap3","Papaver",2012,225,2012-08-12,0,1,41,1,41,3,1.27864479318474,1.63493250713843
"2626","Pap3","Papaver",2012,232,2012-08-19,0,0,17,0,17,3,1.5823883465453,2.50395287928236
"2627","Pap3","Papaver",2012,239,2012-08-26,0,0,7,0,7,3,1.88613189990586,3.55749354384249
"2628","Pap3","Papaver",2013,154,2013-06-03,0,0,0,0,0,3,-1.80218267661525,3.24786239989212
"2629","Pap3","Papaver",2013,161,2013-06-10,3,0,0,0,3,3,-1.49843912325469,2.24531980610029
"2630","Pap3","Papaver",2013,168,2013-06-17,23,0,0,0,23,3,-1.19469556989413,1.42729750472466
"2631","Pap3","Papaver",2013,175,2013-06-24,46,2,0,2,46,3,-0.890952016533566,0.793795495765229
"2632","Pap3","Papaver",2013,182,2013-07-01,41,21,0,21,41,3,-0.587208463173004,0.344813779222001
"2633","Pap3","Papaver",2013,189,2013-07-08,29,48,14,48,43,3,-0.283464909812442,0.0803523550949758
"2634","Pap3","Papaver",2013,196,2013-07-15,17,41,48,41,65,3,0.0202786435481203,0.000411223384151721
"2635","Pap3","Papaver",2013,203,2013-07-22,9,29,61,29,70,3,0.324022196908683,0.104990384089529
"2636","Pap3","Papaver",2013,217,2013-08-05,2,5,46,5,48,3,0.931509303629807,0.867709582748888
"2637","Pap3","Papaver",2013,224,2013-08-12,0,1,19,1,19,3,1.23525285699037,1.52584962070287
"2638","Pap3","Papaver",2014,183,2014-07-02,10,0,0,0,10,3,-0.543816526978638,0.295736415015108
"2639","Pap3","Papaver",2014,190,2014-07-09,43,0,0,0,43,3,-0.240072973618076,0.0576350326618254
"2640","Pap3","Papaver",2014,197,2014-07-16,28,8,0,8,28,3,0.0636705797424863,0.00405394272474431
"2641","Pap3","Papaver",2014,204,2014-07-23,5,35,0,35,5,3,0.367414133103049,0.134993145203865
"2642","Pap3","Papaver",2014,211,2014-07-30,1,14,32,14,33,3,0.671157686463611,0.450452640099187
"2643","Pap3","Papaver",2014,218,2014-08-06,0,4,35,4,35,3,0.974901239824173,0.95043242741071
"2644","Pap3","Papaver",2014,225,2014-08-13,1,1,50,1,51,3,1.27864479318474,1.63493250713843
"2645","Pap3","Papaver",2014,232,2014-08-20,0,0,13,0,13,3,1.5823883465453,2.50395287928236
"2646","Pap3","Papaver",2014,239,2014-08-27,1,0,8,0,9,3,1.88613189990586,3.55749354384249
"2647","Pap3","Papaver",2015,189,2015-07-08,33,0,0,0,33,3,-0.283464909812442,0.0803523550949758
"2648","Pap3","Papaver",2015,194,2015-07-13,43,0,0,0,43,3,-0.0665052288406118,0.00442294546314214
"2649","Pap3","Papaver",2015,201,2015-07-20,60,31,0,31,60,3,0.23723832451995,0.0562820226210333
"2650","Pap3","Papaver",2015,208,2015-07-27,29,80,0,80,29,3,0.540981877880513,0.292661392195126
"2651","Pap3","Papaver",2015,215,2015-08-03,6,41,64,41,70,3,0.844725431241075,0.71356105418542
"2652","Pap3","Papaver",2015,222,2015-08-10,7,10,89,10,96,3,1.14846898460164,1.31898100859192
"2653","Pap3","Papaver",2015,229,2015-08-17,3,3,91,3,94,3,1.4522125379622,2.10892125541461
"2654","Pap3","Papaver",2015,236,2015-08-24,1,2,63,2,64,3,1.75595609132276,3.08338179465351
"2655","Pap3","Papaver",2016,176,2016-06-24,0,0,0,0,0,3,-0.8475600803392,0.718358089784592
"2656","Pap3","Papaver",2016,183,2016-07-01,26,0,0,0,26,3,-0.543816526978638,0.295736415015108
"2657","Pap3","Papaver",2016,190,2016-07-08,36,4,0,4,36,3,-0.240072973618076,0.0576350326618254
"2658","Pap3","Papaver",2016,197,2016-07-15,14,55,0,55,14,3,0.0636705797424863,0.00405394272474431
"2659","Pap3","Papaver",2016,203,2016-07-21,12,25,45,25,57,3,0.324022196908683,0.104990384089529
"2660","Pap3","Papaver",2016,209,2016-07-27,1,6,45,6,46,3,0.584373814074879,0.341492754576421
"2661","Pap3","Papaver",2016,216,2016-08-03,0,1,23,1,23,3,0.888117367435441,0.788752458340458
"2662","Pap3","Papaver",2016,223,2016-08-10,0,0,12,0,12,3,1.191860920796,1.4205324545207
"2663","Pap3","Papaver",2016,230,2016-08-17,0,0,9,0,9,3,1.49560447415657,2.23683274311714
"2664","Pap3","Papaver",2016,237,2016-08-24,1,0,5,0,6,3,1.79934802751713,3.23765332412978
"2665","Pap4","Papaver",1996,155,1996-06-03,0,0,0,0,0,4,-1.75879074042089,3.09334486859025
"2666","Pap4","Papaver",1996,162,1996-06-10,0,0,0,0,0,4,-1.45504718706032,2.11716231657216
"2667","Pap4","Papaver",1996,169,1996-06-17,0,0,0,0,0,4,-1.15130363369976,1.32550005697028
"2668","Pap4","Papaver",1996,176,1996-06-24,0,0,0,0,0,4,-0.8475600803392,0.718358089784592
"2669","Pap4","Papaver",1996,183,1996-07-01,0,0,0,0,0,4,-0.543816526978638,0.295736415015108
"2670","Pap4","Papaver",1996,190,1996-07-08,100,0,0,0,100,4,-0.240072973618076,0.0576350326618254
"2671","Pap4","Papaver",1996,197,1996-07-15,50,50,0,50,50,4,0.0636705797424863,0.00405394272474431
"2672","Pap4","Papaver",1996,204,1996-07-22,4,96,0,96,4,4,0.367414133103049,0.134993145203865
"2673","Pap4","Papaver",1996,211,1996-07-29,2,71,56,71,58,4,0.671157686463611,0.450452640099187
"2674","Pap4","Papaver",1996,218,1996-08-05,2,7,93,7,95,4,0.974901239824173,0.95043242741071
"2675","Pap4","Papaver",1996,225,1996-08-12,0,4,1,4,1,4,1.27864479318474,1.63493250713843
"2676","Pap4","Papaver",1996,232,1996-08-19,0,0,0,0,0,4,1.5823883465453,2.50395287928236
"2677","Pap4","Papaver",1997,189,1997-07-08,0,0,0,0,0,4,-0.283464909812442,0.0803523550949758
"2678","Pap4","Papaver",1997,196,1997-07-15,0,0,0,0,0,4,0.0202786435481203,0.000411223384151721
"2679","Pap4","Papaver",1997,203,1997-07-22,0,0,0,0,0,4,0.324022196908683,0.104990384089529
"2680","Pap4","Papaver",1997,210,1997-07-29,51,6,0,6,51,4,0.627765750269245,0.394089837211108
"2681","Pap4","Papaver",1997,217,1997-08-05,64,25,0,25,64,4,0.931509303629807,0.867709582748888
"2682","Pap4","Papaver",1997,224,1997-08-12,4,148,11,148,15,4,1.23525285699037,1.52584962070287
"2683","Pap4","Papaver",1997,231,1997-08-19,0,0,0,0,0,4,1.53899641035093,2.36850995107305
"2684","Pap4","Papaver",1997,239,1997-08-27,0,0,16,0,16,4,1.88613189990586,3.55749354384249
"2685","Pap4","Papaver",1998,189,1998-07-08,0,0,0,0,0,4,-0.283464909812442,0.0803523550949758
